show_id,type,title,director,cast,country,date_added,release_year,rating,duration,duration_int,duration_type,description
ds770,movie,cadet kelly,larry shaw,"hilary duff, christy romano, shawn ashmore, aimee garcia, linda kash, nigel hamer","united states, canada",2019-11-12,2002,tv-g,100 min,100,min,an artsy teen goes from fab to drab after enrolling in a military academy.
ds771,movie,camp nowhere,jonathan prince,"christopher lloyd, jonathan jackson, wendy makkena, tom wilson, andrew keegan, marne patterson",united states,2019-11-12,1994,pg,96 min,96,min,an actor and some teenagers create the summer camp of their dreams.
ds772,movie,camp rock,matthew diamond,"demi lovato, joe jonas, meaghan martin, maria canals-barrera, alyson stoner, julie brown",united states,2019-11-12,2008,tv-g,96 min,96,min,mitchie gets the chance to spend a summer at a prestigious music camp.
ds773,movie,camp rock 2: the final jam,paul hoen,"demi lovato, joe jonas, nick jonas, kevin jonas, daniel fathers, daniel kash",united states,2019-11-12,2010,tv-g,101 min,101,min,"to save camp rock, mitchie challenges camp star to a final jam."
ds774,movie,can of worms,paul schneider,"michael shulman, erika christensen, adam wylie, andrew ducote, lee garlington, brighton hertford","united states, canada",2019-11-12,1999,tv-pg,84 min,84,min,aliens invade when a teen asks for intergalactic help to escape earth.
ds775,movie,candleshoe,norman tokar,"david niven, helen hayes, jodie foster, leo mckern, vivian pickles, veronica quilligan","united kingdom, united states",2019-11-12,1978,g,101 min,101,min,a tomboy cons a nobleman to find a treasure trove of spanish doubloons.
ds776,movie,canine caddy,clyde geronimi,,united states,2019-11-12,1941,tv-g,8 min,8,min,pluto caddies for mickey on the golf course. see details for advisory.
ds777,movie,cars,john lasseter,"owen wilson, paul newman, bonnie hunt, larry the cable guy , cheech marin, tony shalhoub",united states,2019-11-12,2006,g,117 min,117,min,race car lightning mcqueen gets stranded in a small town on route 66.
ds778,movie,cars 2,john lasseter,"owen wilson, larry the cable guy , michael caine, emily mortimer, john turturro, eddie izzard",united states,2019-11-12,2011,g,107 min,107,min,lightning mcqueen and mater go overseas to compete in the world grand prix.
ds779,movie,cars 3,brian fee,"owen wilson, cristela alonzo, chris cooper, nathan fillion, larry the cable guy , armie hammer",united states,2019-11-12,2017,g,103 min,103,min,lightning mcqueen must face a new generation of racers.
ds780,movie,cars toon: air mater,rob gibbs,"larry the cable guy , keith ferguson, stacey keach, jonathan adams, jan rabson, lori alan",united states,2019-11-12,2011,tv-g,5 min,5,min,mater’s decision to fly lands him at a big airshow.
ds781,movie,cars toon: heavy metal mater,john lasseter,"larry the cable guy , keith ferguson",united states,2019-11-12,2010,tv-g,5 min,5,min,mater is a rock star in a heavy metal band.
ds782,movie,cars toon: hiccups,jeremy lasky,"keith ferguson, larry the cable guy , michael wallis, tony shalhoub, lloyd sherr, bonnie hunt",united states,2019-11-12,2013,tv-g,3 min,3,min,lighting mcqueen gets the hiccups.
ds783,movie,cars toon: mater private eye,rob gibbs,"larry the cable guy , keith ferguson",united states,2019-11-12,2010,tv-y7,6 min,6,min,mater searches for clues on a major crime scene.
ds784,movie,cars toon: mater the greater,john lasseter,"larry the cable guy , keith ferguson",united states,2019-11-12,2008,tv-y7,5 min,5,min,mater the greater is a famous daredevil.
ds785,movie,cars toon: monster truck mater,john lasseter,"larry the cable guy , keith ferguson",united states,2019-11-12,2010,tv-y7,6 min,6,min,mater is a monster truck wrestler.
ds786,movie,cars toon: the radiator springs 500 1/2,"rob gibbs, scott morse","owen wilson, larry the cable guy , steve purcell, jess harnell, john cygan,  danny  mann",united states,2019-11-12,2014,tv-y7,6 min,6,min,baja racers descend on radiator springs.
ds787,movie,casebusters,wes craven,"pat hingle, noah hathaway, virginya keehne, gary riley, ebbe smith, sharon barr",united states,2019-11-12,1986,tv-pg,46 min,46,min,sibling sleuths investigate a crime that threatens their family business.
ds788,movie,cheetah,jeff blyth,"keith coogan, lucy deakins, timothy landfield, breon gorman, collin mothupi, ka vundla",united states,2019-11-12,1989,g,84 min,84,min,american teens traverse the african desert to rescue their adopted cheetah.
ds789,movie,chef donald,jack king,,united states,2019-11-12,1941,tv-g,8 min,8,min,donald is inspired by a radio program to make waffles. see details for advisory.
ds790,movie,chicken little,mark dindal,"zach braff, garry marshall, don knotts, patrick stewart, amy sedaris, steve zahn",united states,2019-11-12,2005,g,84 min,84,min,"when disaster strikes, chicken little hatches a plan to save the day."
ds791,tv show,chip 'n dale's rescue rangers,,"corey burton, peter cullen, jim cummings, tress macneille","united states, taiwan, south korea, china, japan, united kingdom",2019-11-12,1989,tv-g,1 season,1,season,chip and dale head a small group of animal characters who monitor the human and animal communities.
ds792,movie,chip an' dale,jack hannah,,united states,2019-11-12,1947,tv-g,7 min,7,min,chip and dale have to save their home from donald duck. see details for advisory.
ds793,movie,cinderella,"wilfred jackson, hamilton luske, clyde geronimi","ilene woods, eleanor audley, verna felton, rhoda williams, james macdonald, luis van rooten",united states,2019-11-12,1950,g,77 min,77,min,cinderella's enchanted evening must end when a spell is broken at midnight.
ds794,movie,cinderella ii: dreams come true,john kafka,"jennifer hale, rob paulsen, corey burton, andre stojka, russi taylor, susanne blakeslee",united states,2019-11-12,2002,g,77 min,77,min,"three royal tales, featuring cinderella and her life in the palace."
ds795,movie,cinderella iii: a twist in time,frank nissen,"jennifer hale, c.d. barnes, susanne blakeslee, tress macneille, russi taylor, andre stojka",united states,2019-11-12,2007,g,79 min,79,min,cinderella's stepmother steals a magic wand and turns back time.
ds796,movie,clock cleaners,ben sharpsteen,,united states,2019-11-12,1937,tv-g,9 min,9,min,"mickey, donald and goofy are trying to clean the clock of a tower. see details for advisory."
ds797,movie,cloud 9,paul hoen,"luke benward, dove cameron, mike manning, kiersey clemons, amy farrington, patrick fabian",united states,2019-11-12,2014,tv-g,89 min,89,min,two unlikely friends must overcome self-doubt to achieve their dreams.
ds798,movie,college road trip,roger kumble,"martin lawrence, raven-symoné , donny osmond, brenda song, will sasso, eshaya draper",united states,2019-11-12,2008,g,84 min,84,min,an overprotective dad joins his daughter in search of the perfect college.
ds799,movie,confessions of a teenage drama queen,sara sugarman,"lindsay lohan, adam garcia, glenne headly, alison pill, eli marienthal, megan fox","germany, united states",2019-11-12,2004,pg,91 min,91,min,a dramatic teen moves…and finds her new school already has a drama queen.
ds800,tv show,coop & cami ask the world (shorts),,,,2019-11-12,2018,tv-g,1 season,1,season,"cooper and cami wrather co-host ""would you wrather."""
ds801,movie,corn chips,jack hannah,,united states,2019-11-12,1951,tv-g,7 min,7,min,"donald tricks chip 'n dale into shoveling snow, but the tables turn. see details for advisory."
ds802,movie,cow belles,francine mcdougall,"amanda michalka, alyson michalka, sheila mccarthy, michael trevino, christian serratos, ron gabriel",united states,2019-11-12,2006,tv-g,91 min,91,min,two ultra-spoiled sisters are put to work in their father's dairy.
ds803,tv show,crash & bernstein,,"cole jensen, tim lagasse, landry bender, oana gregory, aaron landon",united states,2019-11-12,2012,tv-y7,2 seasons,2,seasons,"the only boy in a family, wyatt creates a puppet brother."
ds804,movie,dadnapped,paul hoen,"emily osment, david henrie, jason earles, jonathan keltz, moises arias, denzel whitaker",united states,2019-11-12,2009,tv-g,85 min,85,min,melissa morris is due for adventure when her novelist father goes missing.
ds805,movie,darby o'gill and the little people,robert stevenson,"albert sharpe, janet munro, sean connery, jimmy o'dea, kieron moore, estelle winwood",united states,2019-11-12,1959,g,91 min,91,min,"seeking a pot of gold, darby o'gill must match wits with a leprechaun. see details for advisory."
ds806,tv show,darkwing duck,,"jim cummings, christine cavanaugh, terry mcgovern, frank welker",united states,2019-11-12,1991,tv-y7,2 seasons,2,seasons,"darkwing duck tells the adventures of the superhero, aided by his sidekick launchpad mcquack."
ds807,movie,davy crockett and the river pirates,norman foster,"fess parker, buddy ebsen, jeff york, kenneth tobey, clem bevans, irvin ashkenazy",united states,2019-11-12,1956,g,81 min,81,min,davy crockett encounters pirates en route to new orleans. see details for advisory.
ds808,movie,"davy crockett, king of the wild frontier",norman foster,"fess parker, buddy ebsen, basil ruysdael, hans conried, pat hogan, ken tobey",united states,2019-11-12,1955,pg,93 min,93,min,"share davy crockett's legend, from the frontier to congress to the alamo. see details for advisory."
ds809,movie,day & night,teddy newton,,united states,2019-11-12,2010,g,8 min,8,min,"when day and night meet each other, sparks fly!"
ds810,movie,decorating disney: holiday magic,,"whoopi goldberg, sofia carson, jordan fisher",united states,2019-11-12,2017,tv-pg,42 min,42,min,disney parks become the merriest places on earth.
ds811,movie,deep blue,"alastair fothergill, andy byatt",pierce brosnan,"united kingdom, germany",2019-11-12,2005,g,91 min,91,min,join an epic underwater exploration into the secret lives of sea creatures.
ds812,movie,descendants 2,kenny ortega,"dove cameron, cameron boyce, sofia carson, booboo stewart, mitchell hope, brenna d'amico",united states,2019-11-12,2017,tv-g,114 min,114,min,"mal returns to the isle of the lost and confronts uma, ursula's daughter."
ds813,movie,diary of a wimpy kid,thor freudenthal,"zachary gordon, robert capron, rachel harris, steve zahn, connor fielding, owen fielding","united states, united kingdom",2019-11-12,2010,pg,93 min,93,min,"greg faces the scariest, most humiliating experience of any kid’s life: middle school."
ds814,movie,dinosaur,"ralph zondag, eric leighton","d.b. sweeney, alfre woodard, ossie davis, max casella, hayden panettiere, samuel wright",united states,2019-11-12,2000,pg,84 min,84,min,an orphaned dinosaur joins others after a meteor destroys his home.
ds815,movie,disney adventures in babysitting,john schultz,"sabrina carpenter, sofia carson, nikki hahn, mallory mahoney, max gecowets, jet jurgensmeyer",united states,2019-11-12,2016,tv-g,95 min,95,min,rival babysitters join forces to search the city for a kid who’s snuck out.
ds816,movie,disney avalon high,stuart gillard,"britt robertson, gregg sulkin, joey pollari, devon graye, molly quinn, don lake",united states,2019-11-12,2010,tv-g,91 min,91,min,allie is convinced that her new high school is a contemporary camelot.
ds817,movie,disney bad hair day,érik canuel,"laura marano, leigh-allyn baker, christian campbell, alain goulem, christian paul, kiana madeira",canada,2019-11-12,2015,tv-g,93 min,93,min,monica's prom day starts with bad hair…but ends with a great adventure.
ds818,tv show,disney bizaardvark,,"madison hu, olivia rodrigo, jake paul, devore ledridge, ethan wacker",united states,2019-11-12,2015,tv-pg,3 seasons,3,seasons,paige and frankie produce an online comedy channel.
ds819,movie,disney den brother,mark taylor,"hutch dano, g. hannelius, maurice godin, david lambert, kelsy chow, debra mooney",united states,2019-11-12,2010,tv-g,90 min,90,min,a hockey star hangs up his skates and becomes a substitute scoutmaster.
ds820,movie,disney descendants,kenny ortega,"dove cameron, cameron boyce, booboo stewart, sofia carson, mitchell hope, melanie paxson",united states,2019-11-12,2015,tv-g,114 min,114,min,the kids of disney villains are given a shot at redemption at auradon prep.
ds821,tv show,disney descendants wicked world (shorts),,,united states,2019-11-12,2015,tv-g,2 seasons,2,seasons,descendants continues with new animated shorts!
ds822,tv show,disney ducktales (shorts),,,,2019-11-12,2016,tv-y7,1 season,1,season,the mcduck family welcomes you to duckburg!
ds823,tv show,disney evermoor,,"naomi sequeira, jordan loughran, belinda stewart-wilson, dan fredenburgh, george sear, georgie farmer",,2019-11-12,2017,tv-pg,1 season,1,season,tara crossley moves to evermoor and realizes the english countryside is not as sleepy as it seems.
ds824,tv show,disney family sundays,,,united states,2019-11-12,2019,tv-g,1 season,1,season,amber kemp-gerstel shares her love of crafting in a series of disney-themed diy projects.
ds825,tv show,disney fast layne,,"sophie pollono, sofia rosinsky, brandon rossel, winslow fegley",united states,2019-11-12,2018,tv-g,1 season,1,season,twelve-year-old layne reed discovers a talking car.
ds826,movie,disney girl vs. monster,stuart gillard,"olivia holt, kerris dorsey, brendan meyer, katherine mcnamara, adam chambers, tracy dawson","united states, canada",2019-11-12,2012,tv-pg,90 min,90,min,the daughter of two monster-hunters must take on a monster of her own.
ds827,tv show,disney gravity falls,,"kristen schaal, jason morgan, alex hirsch",united states,2019-11-12,2011,tv-y7,2 seasons,2,seasons,dipper and mabel spend the summer with grunkle stan.
ds828,tv show,disney gravity falls (shorts),,,,2019-11-12,2012,tv-g,1 season,1,season,twins dipper and mabel enter the mysterious town of gravity falls for the summer.
ds829,tv show,disney jake and the never land pirates,,"madison pettis, colin ford, jonathan heit, david arquette, corey burton",united states,2019-11-12,2010,tv-y,4 seasons,4,seasons,jake sails for a treasure hunt against captain hook.
ds830,tv show,disney jonas,,"kevin jonas, joe jonas, nick jonas, chelsea staub, nicole anderson, john ducey",united states,2019-11-12,2008,tv-g,2 seasons,2,seasons,"jonas is the hottest rock band on the planet! band members nick, kevin, and joe are superstar idols."
ds831,tv show,disney junior music nursery rhymes,,,,2019-11-12,2017,tv-y,2 seasons,2,seasons,nursery rhymes re-imagined with disney junior!
ds832,tv show,disney k.c. undercover,,"zendaya , veronica dunne, kamil mcfadden, tammy townsend, kadeem hardison",united states,2019-11-12,2014,tv-y7,3 seasons,3,seasons,k.c. joins her spy family as its newest secret agent.
ds833,tv show,disney lab rats: elite force,,"william brent, bradley perry, jake short, paris berelc, kelli berglund",united states,2019-11-12,2015,tv-y7,1 season,1,season,the lab rats join forces with the mighty med team.
ds834,tv show,disney legend of the three caballeros,,"tony anselmo, jaime camil, eric bauza, grey griffin, wayne knight, kevin richardson",united states,2019-11-12,2017,tv-g,1 season,1,season,"donald, jose and panchito inherit a magical atlas and travel the world battling mythical monsters."
ds835,tv show,disney mickey mouse clubhouse,,"wayne allwine, jim cummings, russi taylor, tony anselmo, bill farmer, tress macneille",united states,2019-11-12,2005,tv-y,5 seasons,5,seasons,mickey leads kids on an interactive adventure of learning.
ds836,tv show,disney milo murphy's law,,"al yankovic, sabrina carpenter, mekai curtis",united states,2019-11-12,2016,tv-y7,2 seasons,2,seasons,"around milo, anything that can go wrong, will."
ds837,tv show,disney minnie's bow-toons (shorts),,,united states,2019-11-12,2011,tv-y,3 seasons,3,seasons,minnie mouse teams up with daisy to open up minnie’s bow-tique.
ds838,tv show,disney stuck in the middle,,"jenna ortega, ronni hawk, isaak presley, ariana greenblatt, kayla maisonet, nicolas bechtel",united states,2019-11-12,2015,tv-pg,3 seasons,3,seasons,harley is stuck in the middle of a family with 7 kids!
ds839,tv show,disney take two with phineas and ferb (shorts),,,united states,2019-11-12,2010,tv-g,1 season,1,season,real-life celebrities are interviewed by phineas and ferb.
ds840,tv show,disney tangled: the series - short cuts,,,,2019-11-12,2016,tv-y7,1 season,1,season,get to know the colorful residents of corona.
ds841,movie,disney under the sea: a descendants short story,hasraf dulull,,,2019-11-12,2018,tv-g,10 min,10,min,mal emerges from the forest where she meets dizzy.
ds842,tv show,disney's adventures of the gummi bears,,"bill scott, christian jacobs, brett johnson, david faustino, paul winchell, jason marsden",united states,2019-11-12,1985,tv-y7,6 seasons,6,seasons,the magical gummi bears discover their rich history.
ds843,tv show,disney's doug,,"connie shulman, doug preis, alice playten, chris phillips, fred newman, thomas mchugh",united states,2019-11-12,1996,tv-y7,3 seasons,3,seasons,"doug uses his imagination to navigate through tests of friendship, love, school, and growing up."
ds844,movie,disney's fairy tale weddings,chris wilson,"ben higgins, lauren bushnell",,2019-11-12,2017,tv-pg,64 min,64,min,a look at the magical weddings at disney destinations.
ds845,movie,disney's fairy tale weddings: holiday magic,chris wilson,"stephen boss, allison holker",,2019-11-12,2017,tv-pg,42 min,42,min,holiday disney weddings and proposals.
ds846,tv show,disney's hercules: the animated series,,"tate donovan, sandra bernhard, robert costanzo, matt frewer, bobcat goldthwait, french stewart",united states,2019-11-12,1998,tv-y7,1 season,1,season,follow herc's many labors during the years he spent training on how to be a hero.
ds847,tv show,disney's kim possible,,"christy romano, will friedle, nancy cartwright, tahj mowry","united states, philippines, south korea",2019-11-12,2001,tv-g,4 seasons,4,seasons,"kim possible is a high school girl who, in her spare time, saves the world from evil villains."
ds848,tv show,disney's little einsteins,,"erica huang, aiden pompey, jesse schwartz, natalia wojcik",united states,2019-11-12,2005,tv-y,2 seasons,2,seasons,this innovative new series provides preschoolers with new ways to hear and see music and art.
ds849,tv show,disney's mighty ducks,,"james belushi, brad garrett, jeff bennett, jennifer hale, clancy brown, tony jay",united states,2019-11-12,1996,tv-y7,1 season,1,season,hockey-loving alien ducks are stranded on earth and must protect it from the evil dragaunus.
ds850,tv show,disney's recess,,"rickey collins, jason davis, ashley johnson, ross malinger, courtland mead, pamela segall",united states,2019-11-12,1997,tv-y7,3 seasons,3,seasons,a portrayal of life at third street elementary school.
ds851,tv show,disney's the emperor's new school,,"shane baumel, jessica dicicco, wendie malick, fred tatasciore, jeff bennett, jessie flower",united states,2019-11-12,2005,tv-g,2 seasons,2,seasons,"disney's the emperor's new school is a unique comedy about kuzco, a self-centered and spoiled teen."
ds852,movie,disney's the kid,jon turteltaub,"bruce willis, spencer breslin, emily mortimer, lily tomlin, chi mcbride, jean smart",united states,2019-11-12,2000,pg,105 min,105,min,a man's life is upended when he meets an 8-year-old version of himself.
ds853,tv show,disney's the little mermaid (series),,"jodi benson, samuel wright, ken mars, edan gross",united states,2019-11-12,1992,tv-y7,3 seasons,3,seasons,"follow ariel's adventures as a mermaid living under the sea with her father, king triton."
ds854,movie,disneyland around the seasons (walt disney's wonderful world of color: 1961-69),hamilton luske,walt disney,united states,2019-11-12,1966,tv-pg,51 min,51,min,walt disney talks about disneyland in 1966. see details for advisory.
ds855,movie,disneynature african cats,keith scholey,samuel jackson,united states,2019-11-12,2011,g,90 min,90,min,come face-to-face with the wildly majestic african lions of the savanna.
ds856,movie,disneynature bears,"alastair fothergill, keith scholey",john reilly,united states,2019-11-12,2014,g,78 min,78,min,a mother bear teaches her two impressionable cubs important life lessons.
ds857,movie,disneynature born in china,lu chuan,john krasinski,"united kingdom, china, united states",2019-11-12,2017,g,81 min,81,min,embrace the beauty of china's vast terrain – and the life that inhabits it.
ds858,movie,disneynature chimpanzee,"alastair fothergill, mark linfield",tim allen,"tanzania, united states",2019-11-12,2012,g,79 min,79,min,meet a remarkable young chimpanzee who sees his world as his playground.
ds859,movie,disneynature crimson wing,"matthew aeberhard, leander ward",mariella frostrup,"united states, united kingdom",2019-11-12,2008,g,78 min,78,min,a million flamingos struggle to survive in the remote tanzanian wilderness.
ds860,movie,disneynature monkey kingdom,mark linfield,tina fey,united states,2019-11-12,2015,g,82 min,82,min,"forced from their home among ancient ruins, a mother monkey must lead her son to safety."
ds861,movie,disneynature wings of life,louie schwartzberg,meryl streep,"united states, panama, mexico",2019-11-12,2011,g,81 min,81,min,"an intimate look at butterflies, hummingbirds, bees, bats and flowers."
ds862,tv show,dog whisperer with cesar millan,,cesar millan,united states,2019-11-12,2004,tv-g,6 seasons,6,seasons,world-renowned dog expert cesar millan helps dogs and their owners overcome behavior issues.
ds863,movie,don't look under the bed,kenneth johnson,"erin chambers, eric hodges ii, eric hodges, robin riker, steve valentine, jake sakson",united states,2019-11-12,1999,tv-pg,93 min,93,min,teen frances mccausland is framed for the boogeyman's mischievous pranks.
ds864,movie,donald's golf game,jack king,,united states,2019-11-12,1938,tv-g,8 min,8,min,donald tries to impress his nephews at golfing. see details for advisory.
ds865,movie,donald's tire trouble,dick lundy,,united states,2019-11-12,1943,tv-g,8 min,8,min,donald is frustrated in his attempts to fix a flat tire. see details for advisory.
ds866,movie,double teamed,duwayne dunham,"poppi monroe, annie mcelwain, teal redmann, nick searcy, tanya goott, joey miyashima",united states,2019-11-12,2002,tv-g,93 min,93,min,the wnba's burge twins inspire this film about sisterhood and teamwork.
ds867,movie,doug's 1st movie,maurice joyce,"thomas mchugh, fred newman, chris phillips, constance shulman, frank welker, doug preis",united states,2019-11-12,1999,g,80 min,80,min,"doug and his friends discover the ""monster"" of lucky duck lake."
ds868,tv show,"dr. t, lone star vet",,dr. lauren thielen,united states,2019-11-12,2019,tv-pg,1 season,1,season,"dr. t, lone star vet follows dr. t as she faces the most compelling cases of her career."
ds869,movie,ducktales the movie: treasure of the lost lamp,bob hathcock,"alan young, terence mcgovern, russi taylor, richard libertini, christopher lloyd, june foray","france, united states",2019-11-12,1990,g,75 min,75,min,scrooge and his nephews search for the long-lost loot of collie baba.
ds870,movie,dug's special mission,ronnie del carmen,"bob peterson, delroy lindo, jerome ranft",united states,2019-11-12,2009,tv-pg,6 min,6,min,dug finds where he belongs is not where he's been looking.
ds871,movie,dumbo,tim burton,"colin farrell, michael keaton, danny devito, eva green, alan arkin, nico parker","united states, united kingdom, australia, canada",2019-11-12,2019,pg,117 min,117,min,a flying elephant helps show that differences and family can be cherished.
ds872,movie,early to bed,jack kinney,,united states,2019-11-12,1941,tv-g,9 min,9,min,a ticking alarm clock keeps donald awake. see details for advisory.
ds873,movie,earth live,glenn weiss,"jane lynch, phil keoghan, chris packham",united states,2019-11-12,2017,tv-pg,94 min,94,min,"earth live gives viewers a unique, live view of wildlife around the world."
ds874,movie,easter island unsolved,geoff luck,peter demeo,united states,2019-11-12,2018,tv-14,45 min,45,min,"easter island is a riddle, and its mysterious past may hold clues to its future."
ds875,movie,eddie's million dollar cook-off,paul hoen,"taylor ball, orlando brown, reiley mcclendon, mark taylor, rose mciver, kylie leydon",united states,2019-11-12,2003,tv-g,86 min,86,min,a baseball prodigy swings for the culinary fences in a cooking competition.
ds876,movie,eight below,frank marshall,"paul walker, bruce greenwood, moon bloodgood, wendy crewson, gerard plunkett, august schellenberg",united states,2019-11-12,2006,pg,122 min,122,min,an antarctic storm threatens eight sled dogs alone in the wilderness.
ds877,tv show,elena of avalor (shorts),,"aimee carrero, jenna ortega, maximus riegel, gia lopez, desmond gerber, mick wingert",,2019-11-12,2017,tv-y,2 seasons,2,seasons,elena travels to vallestrella and trains with zuzo!
ds878,movie,emil and the detectives,peter tewksbury,"walter slezak, roger mobley, heinz schubert, peter ehrlich, cindy cassell, elsa wagner",united states,2019-11-12,1964,tv-pg,98 min,98,min,"when a young boy's money is stolen, the search is on for the thief."
ds879,movie,empire of dreams: the story of the star wars trilogy,"edith becker, kevin burns","robert clotworthy, walter cronkite, anthony daniels, warwick davis, carrie fisher, harrison ford",united states,2019-11-12,2004,tv-14,151 min,151,min,"explore the creation of star wars, a saga few thought could ever be made."
ds880,tv show,encore!,,"kristen bell, roger love, susan egan, ali stroker, stephen schwartz",united states,2019-11-12,2019,tv-14,1 season,1,season,kristen bell reunites former high school classmates to re-stage musicals they performed in the past.
ds881,movie,escape to witch mountain,john hough,"eddie albert, ray milland, donald pleasence, kim richards, ike eisenmann, walter barnes",united states,2019-11-12,1975,g,98 min,98,min,two orphans with supernatural powers discover their mysterious past.
ds882,tv show,even stevens,,"shia labeouf, christy romano, nick spano, tom virtue, donna pescow",united states,2019-11-12,2000,tv-pg,3 seasons,3,seasons,"louis, a seventh-grade misfit, struggles to fit in at school and in his seemingly perfect family."
ds883,movie,expedition mars: spirit & opportunity,mark davis,bray poor,united states,2019-11-12,2019,tv-pg,88 min,88,min,"expedition mars explores the epic adventures of the mars rovers, spirit and opportunity."
ds884,movie,fantasia,"samuel armstrong, james algar, bill roberts","deems taylor, walt disney, leopold stokowski",united states,2019-11-12,1940,g,126 min,126,min,walt disney's timeless masterpiece is an extravaganza of sight and sound. see details for advisory.
ds885,movie,fantasia 2000,"pixote hunt, hendel butoy, eric goldberg","steve martin, itzhak perlman, quincy jones, bette midler, james jones, penn teller",united states,2019-11-12,2000,g,76 min,76,min,a modern update of the disney classic with new music and animation.
ds886,tv show,fantastic four (series),,"beau weaver, lori alan, chuck mccann, brian green, stan lee, pauline lomas",united states,2019-11-12,1994,tv-y7,1 season,1,season,"reed richards, sue and johnny storm and pilot ben grimm are transformed into the fantastic four."
ds887,tv show,fantastic four: world's greatest heroes,,"christopher jacot, hiro kanagawa, lara gilchrist, brian dobson",united states,2019-11-12,2007,tv-y7,1 season,1,season,"watch mr. fantastic, invisible woman, human torch, and thing as they battle their greatest foes."
ds888,movie,ferdinand the bull,dick rickard,,united states,2019-11-12,1938,tv-g,8 min,8,min,ferdinand only wants to stop and smell the flowers. see details for advisory.
ds889,movie,finding dory,"andrew stanton, angus maclane","ellen degeneres, albert brooks, ed o'neill, kaitlin olson, hayden rolence, ty burrell",united states,2019-11-12,2016,pg,98 min,98,min,dory sets off on a life-changing adventure to find her family.
ds890,movie,finding nemo,andrew stanton,"albert brooks, ellen degeneres, alexander gould, willem dafoe, brad garrett, allison janney","united states, australia",2019-11-12,2003,g,103 min,103,min,marlin makes an epic journey to bring nemo home when he's taken by divers.
ds891,movie,first kid,david evans,"sinbad , robert guillaume, timothy busfield, brock pierce, james naughton, art fleur",united states,2019-11-12,1996,pg,102 min,102,min,a wisecracking secret service agent is assigned to the president's son.
ds892,movie,flight of the navigator,randal kleiser,"joey cramer, veronica cartwright, cliff de young, sarah parker, matt adler, howard hesseman",united states,2019-11-12,1986,pg,90 min,90,min,a boy mysteriously gains knowledge of the farthest reaches of the universe.
ds893,movie,float,bobby rubio,"eli fucile, bobby rubio, luna watson, mika kubo",united states,2019-11-12,2019,pg,10 min,10,min,"a father hides his unusual son, and then must face the consequences."
ds894,movie,flowers and trees,burt gillett,,united states,2019-11-12,1932,tv-y7,8 min,8,min,"it's spring, and the flowers, mushrooms, and trees come to life. see details for advisory."
ds895,movie,flubber,les mayfield,"robin williams, marcia harden, christopher mcdonald, raymond barry, clancy brown, ted levine",united states,2019-11-12,1997,pg,96 min,96,min,phillip hopes his super-bouncy goo will save his college and his wedding.
ds896,movie,food for feudin',charles nichols,,united states,2019-11-12,1950,tv-g,7 min,7,min,the chipmunks and pluto battle over a supply of nuts. see details for advisory.
ds897,movie,for the birds,ralph eggleston,,united states,2019-11-12,2001,g,4 min,4,min,small birds mock a big bird who tries to sit with them
ds898,movie,forky asks a question: what is money?,bob peterson,"tony hale, john ratzenberger, bob peterson",united states,2019-11-12,2019,tv-g,6 min,6,min,hamm attempts to give forky a lesson on how the us monetary system works.
ds899,movie,frank and ollie,theodore thomas,"frank thomas, ollie johnston, sylvia roemer, john canemaker, john culhane, marie johnston",united states,2019-11-12,1995,pg,89 min,89,min,share the story of famed disney animators frank thomas and ollie johnston.
ds900,movie,frankenweenie (short),tim burton,"shelley duvall, daniel stern, barret oliver",united states,2019-11-12,1984,pg,27 min,27,min,victor harnesses the power of science to bring his dog sparky back to life.
ds901,movie,freaky friday,mark waters,"jamie curtis, lindsay lohan, harold gould, chad murray, stephen tobolowsky, christina vidal",united states,2019-11-12,2003,pg,98 min,98,min,a mother and daughter see things a bit differently when they switch bodies.
ds902,movie,free solo,"elizabeth vasarhelyi, jimmy chin","alex honnold, tommy caldwell",united states,2019-11-12,2018,tv-pg,101 min,101,min,free solo climber alex honnold prepares to scale el capitan in yosemite without a rope.
ds903,movie,frenemies,daisy mayer,"zendaya , bella thorne, mary mouser, nick robinson, stefanie scott, connor price",united states,2019-11-12,2012,tv-g,88 min,88,min,three very different sets of friends experience growing pains.
ds904,movie,frozen,"chris buck, jennifer lee","kristen bell, idina menzel, jonathan groff, josh gad, santino fontana, alan tudyk",united states,2019-11-12,2013,pg,105 min,105,min,"anna and kristoff brave the elements, racing to save elsa and the kingdom."
ds905,movie,full-court miracle,stuart gillard,"alex linz, r.h. thomson, sean marquette, jase blankfort, erik knudsen, david sazant",united states,2019-11-12,2003,tv-g,95 min,95,min,a former college star is convinced to coach a winless basketball team.
ds906,movie,fun and fancy free,"jack kinney, w. roberts, hamilton luske","edgar bergen, dinah shore, luana patten, clarence nash, mickey mouse, cliff edwards",united states,2019-11-12,1947,g,74 min,74,min,"two classic featurettes starring mickey, donald, goofy and jiminy cricket."
ds907,movie,fuzzbucket,mick garris,"chris hebert, phil fondacaro, joe regalbuto, wendy phillips, robyn lively, john vernon",united states,2019-11-12,1986,tv-g,46 min,46,min,an invisible creature helps mikey cope with junior high and family drama.
ds908,tv show,gargoyles,,"thom hernandez, edward asner, jeff bennett, keith david, bill fagerbakke, jonathan frakes",united states,2019-11-12,1994,tv-y7,3 seasons,3,seasons,"in scotland, 994 a.d. goliath and his clan of gargoyles defend a medieval castle."
